feature	percentage_gene_gc_content	gene_biotype	start_position	end_position	hgnc_id	hgnc_symbol	length
ENSG00000031003	40.05	protein_coding	137937960	138051961	HGNC:1335	FAM13B	114001
ENSG00000031081	43.44	protein_coding	119294383	119420714	HGNC:29216	ARHGAP31	126331
ENSG00000031691	37.99	protein_coding	49463370	49493107	HGNC:21347	CENPQ	29737
ENSG00000031698	43.12	protein_coding	109213918	109238182	HGNC:10537	SARS1	24264
ENSG00000031823	52.74	protein_coding	5916139	5978142	HGNC:9850	RANBP3	62003
ENSG00000032219	37.46	protein_coding	58298504	58373887	HGNC:9885	ARID4A	75383
ENSG00000032389	48.26	protein_coding	3188925	3377830	HGNC:12383	EIPR1	188905
ENSG00000032444	55.88	protein_coding	7534004	7561764	HGNC:16268	PNPLA6	27760
ENSG00000032742	38.71	protein_coding	20567138	20691444	HGNC:20606	IFT88	124306
ENSG00000033011	49.38	protein_coding	5033702	5087379	HGNC:18294	ALG1	53677
ENSG00000033030	42.56	protein_coding	122471600	122500932	HGNC:25265	ZCCHC8	29332
ENSG00000033050	48.3	protein_coding	151211484	151227205	HGNC:71	ABCF2	15721
ENSG00000033100	56.53	protein_coding	151232483	151240979	HGNC:29270	CHPF2	8496
ENSG00000033170	37.41	protein_coding	65410592	65744121	HGNC:4019	FUT8	333529
ENSG00000033178	35.51	protein_coding	67612652	67701155	HGNC:25581	UBA6	88503
ENSG00000033327	41.71	protein_coding	78215293	78418348	HGNC:14458	GAB2	203055
ENSG00000033627	45.46	protein_coding	42458844	42522582	HGNC:865	ATP6V0A1	63738
ENSG00000033800	38.06	protein_coding	68054309	68198603	HGNC:2752	PIAS1	144294
ENSG00000033867	36.85	protein_coding	27372723	27484420	HGNC:11033	SLC4A7	111697
ENSG00000034152	56.98	protein_coding	21284672	21315232	HGNC:6843	MAP2K3	30560
ENSG00000034510	63.48	protein_coding	84905656	84906671	HGNC:11879	TMSB10	1015
ENSG00000034533	39.7	protein_coding	131013875	131027649	HGNC:25021	ASTE1	13774
ENSG00000034677	38.61	protein_coding	100257060	100336218	HGNC:13432	RNF19A	79158
ENSG00000034693	35.1	protein_coding	143450805	143490616	HGNC:8858	PEX3	39811
ENSG00000034713	47.12	protein_coding	75566375	75577881	HGNC:13291	GABARAPL2	11506
ENSG00000035115	40.78	protein_coding	217730	266398	HGNC:29546	SH3YL1	48668
ENSG00000035141	48.31	protein_coding	70295976	70302067	HGNC:25911	FAM136A	6091
ENSG00000035403	41.45	protein_coding	73995193	74121363	HGNC:12665	VCL	126170
ENSG00000035499	38.63	protein_coding	60596912	60700190	HGNC:24902	DEPDC1B	103278
ENSG00000035664	46.89	protein_coding	63907036	64072033	HGNC:2675	DAPK2	164997
ENSG00000035681	38.41	protein_coding	58583504	58659853	HGNC:8017	NSMAF	76349
ENSG00000035687	38.09	protein_coding	244408494	244451909	HGNC:292	ADSS2	43415
ENSG00000035862	52.6	protein_coding	78852977	78925387	HGNC:11821	TIMP2	72410
ENSG00000035928	39.26	protein_coding	39287456	39366375	HGNC:9969	RFC1	78919
ENSG00000036054	36.47	protein_coding	100260992	100325251	HGNC:25622	TBC1D23	64259
ENSG00000036257	37.23	protein_coding	224470150	224585397	HGNC:2553	CUL3	115247
ENSG00000036549	37.17	protein_coding	77562416	77683419	HGNC:24523	ZZZ3	121003
ENSG00000037042	51.91	protein_coding	42659284	42667006	HGNC:12419	TUBG2	7722
ENSG00000037241	46.12	protein_coding	172958729	172969771	HGNC:17050	RPL26L1	11042
ENSG00000037280	60.24	protein_coding	180601506	180649624	HGNC:3767	FLT4	48118
ENSG00000037474	43.29	protein_coding	6599239	6633291	HGNC:25994	NSUN2	34052
ENSG00000037637	43.86	protein_coding	16246840	16352480	HGNC:29249	FBXO42	105640
ENSG00000037749	43.54	protein_coding	154038959	154220478	HGNC:7034	MFAP3	181519
ENSG00000037757	52.2	protein_coding	13764522	13774282	HGNC:28469	MRI1	9760
ENSG00000037897	52.12	protein_coding	57768471	57772119	HGNC:7030	METTL1	3648
ENSG00000038002	39.69	protein_coding	177430774	177442437	HGNC:318	AGA	11663
ENSG00000038210	41.15	protein_coding	25160663	25279204	HGNC:18215	PI4K2B	118541
ENSG00000038219	38.88	protein_coding	13568738	13627725	HGNC:31792	BOD1L1	58987
ENSG00000038274	38.22	protein_coding	163503114	163519558	HGNC:6905	MAT2B	16444
ENSG00000038358	57.3	protein_coding	67873052	67884499	HGNC:17157	EDC4	11447
ENSG00000038382	43.38	protein_coding	14143342	14532128	HGNC:12303	TRIO	388786
ENSG00000038532	48.06	protein_coding	10944539	11182186	HGNC:29013	CLEC16A	237647
ENSG00000039068	46.88	protein_coding	68737292	68835537	HGNC:1748	CDH1	98245
ENSG00000039123	36.82	protein_coding	55307989	55425579	HGNC:18734	MTREX	117590
ENSG00000039319	37.74	protein_coding	80408013	80483379	HGNC:20756	ZFYVE16	75366
ENSG00000039523	57.05	protein_coding	67518418	67546788	HGNC:25836	RIPOR1	28370
ENSG00000039560	42.11	protein_coding	34656328	34832612	HGNC:14873	RAI14	176284
ENSG00000039600	40.71	protein_coding	157625679	157671480	HGNC:30635	SOX30	45801
ENSG00000039650	59.53	protein_coding	49859882	49878351	HGNC:9154	PNKP	18469
ENSG00000040199	41.82	protein_coding	71637835	71724701	HGNC:29149	PHLPP2	86866
ENSG00000040275	37.27	protein_coding	169583636	169604778	HGNC:26010	SPDL1	21142
ENSG00000040341	38.25	protein_coding	73420369	73747708	HGNC:11371	STAU2	327339
ENSG00000040487	54.93	protein_coding	19312326	19329300	HGNC:26001	SLC66A1	16974
ENSG00000040531	54.27	protein_coding	3636459	3663103	HGNC:2518	CTNS	26644
ENSG00000040608	60.45	protein_coding	20241415	20283246	HGNC:18601	RTN4R	41831
ENSG00000040633	59.52	protein_coding	7235029	7239722	HGNC:28428	PHF23	4693
ENSG00000040933	47.33	protein_coding	98444854	98594392	HGNC:6074	INPP4A	149538
ENSG00000041353	37.74	protein_coding	54717860	54895516	HGNC:9767	RAB27B	177656
ENSG00000041357	42.32	protein_coding	78540405	78552417	HGNC:9533	PSMA4	12012
ENSG00000041802	41.68	protein_coding	194640791	194672463	HGNC:25652	LSG1	31672
ENSG00000041880	59.21	protein_coding	51942345	51948867	HGNC:273	PARP3	6522
ENSG00000041988	56.78	protein_coding	6624868	6635586	HGNC:20855	THAP3	10718
ENSG00000042088	42.14	protein_coding	89954939	90044764	HGNC:18884	TDP1	89825
ENSG00000042286	50.25	protein_coding	70098223	70132934	HGNC:21411	AIFM2	34711
ENSG00000042317	37.9	protein_coding	88384924	88470350	HGNC:20423	SPATA7	85426
ENSG00000042429	39.79	protein_coding	93784227	93814963	HGNC:2375	MED17	30736
ENSG00000042445	51.29	protein_coding	85341955	85354531	HGNC:25991	RETSAT	12576
ENSG00000042493	51.32	protein_coding	85394753	85418432	HGNC:1474	CAPG	23679
ENSG00000042753	52.84	protein_coding	46838136	46850846	HGNC:565	AP2S1	12710
ENSG00000043093	39.56	protein_coding	182938074	182985953	HGNC:18184	DCUN1D1	47879
ENSG00000043143	53.79	protein_coding	134524312	134583230	HGNC:22984	JADE2	58918
ENSG00000043462	44.62	protein_coding	170246233	170297815	HGNC:6529	LCP2	51582
ENSG00000043514	42.31	protein_coding	39838110	39883511	HGNC:20286	TRIT1	45401
ENSG00000044090	54.7	protein_coding	43037617	43053943	HGNC:21024	CUL7	16326
ENSG00000044115	44.15	protein_coding	138610967	138935034	HGNC:2509	CTNNA1	324067
ENSG00000044446	45.6	protein_coding	18892298	18984114	HGNC:8926	PHKA2	91816
ENSG00000044459	36.43	protein_coding	17134982	17503923	HGNC:23432	CNTLN	368941
ENSG00000044574	44.15	protein_coding	125234853	125241382	HGNC:5238	HSPA5	6529
ENSG00000046604	39.58	protein_coding	31497624	31551351	HGNC:3049	DSG2	53727
ENSG00000046647	41.58	protein_coding	14002474	14029893	HGNC:26044	GEMIN8	27419
ENSG00000046651	39.29	protein_coding	13734743	13777955	HGNC:2567	OFD1	43212
ENSG00000047056	45.66	protein_coding	1049538	1160991	HGNC:31406	WDR37	111453
ENSG00000047188	34.67	protein_coding	113513694	113595285	HGNC:24721	YTHDC2	81591
ENSG00000047230	43.51	protein_coding	16587999	16712936	HGNC:2520	CTPS2	124937
ENSG00000047249	39.2	protein_coding	53715543	53843558	HGNC:18303	ATP6V1H	128015
ENSG00000047315	40.19	protein_coding	56977722	57031158	HGNC:9188	POLR2B	53436
ENSG00000047346	37.21	protein_coding	52581317	52709817	HGNC:25609	ATOSA	128500
ENSG00000047365	35.53	protein_coding	35948221	36244514	HGNC:16924	ARAP2	296293
ENSG00000047410	34.16	protein_coding	186311652	186375693	HGNC:12017	TPR	64041
ENSG00000047578	47.84	protein_coding	27550133	27780344	HGNC:29068	KATNIP	230211
ENSG00000047579	39.93	protein_coding	15522807	15663058	HGNC:17328	DTNBP1	140251
ENSG00000047597	39.51	protein_coding	37685791	37732130	HGNC:12811	XK	46339
ENSG00000047621	36.55	protein_coding	4487735	4538508	HGNC:1184	FERRY3	50773
ENSG00000047634	38.89	protein_coding	17737449	17754988	HGNC:10580	SCML1	17539
ENSG00000047644	46.3	protein_coding	10015254	10144474	HGNC:29237	WWC3	129220
ENSG00000047849	43.43	protein_coding	47850690	48089272	HGNC:6862	MAP4	238582
ENSG00000047932	36.66	protein_coding	117560269	117602542	HGNC:17643	GOPC	42273
ENSG00000048028	41.45	protein_coding	113797874	113875572	HGNC:12625	USP28	77698
ENSG00000048140	58.7	protein_coding	176647387	176659054	HGNC:13594	TSPAN17	11667
ENSG00000048162	49.26	protein_coding	176383946	176388927	HGNC:26934	NOP16	4981
ENSG00000048392	37.81	protein_coding	102204502	102238961	HGNC:17296	RRM2B	34459
ENSG00000048405	37.8	protein_coding	127346790	127431924	HGNC:27267	ZNF800	85134
ENSG00000048471	47.13	protein_coding	11976734	12574287	HGNC:30542	SNX29	597553
ENSG00000048544	40.98	protein_coding	42206694	42217861	HGNC:14502	MRPS10	11167
ENSG00000048649	39.02	protein_coding	77660009	77820869	HGNC:18118	RSF1	160860
ENSG00000048707	42.34	protein_coding	12230030	12512047	HGNC:23595	VPS13D	282017
ENSG00000048828	42.42	protein_coding	93451685	93566112	HGNC:13247	FAM120A	114427
ENSG00000048991	37.98	protein_coding	135531455	135725270	HGNC:9757	R3HDM1	193815
ENSG00000049130	36.84	protein_coding	88492793	88580851	HGNC:6343	KITLG	88058
ENSG00000049167	37.18	protein_coding	60866454	60945073	HGNC:3439	ERCC8	78619
ENSG00000049239	52.29	protein_coding	9234774	9271337	HGNC:4795	H6PD	36563
ENSG00000049245	42.69	protein_coding	7771296	7781432	HGNC:12644	VAMP3	10136
ENSG00000049246	40.55	protein_coding	7784291	7845177	HGNC:8847	PER3	60886
ENSG00000049283	58.65	protein_coding	50532682	50543750	HGNC:18235	EPN3	11068
ENSG00000049449	46.64	protein_coding	32091074	32105722	HGNC:9934	RCN1	14648
ENSG00000049541	48.96	protein_coding	74231499	74254458	HGNC:9970	RFC2	22959
ENSG00000049618	40.89	protein_coding	156776020	157210779	HGNC:18040	ARID1B	434759
ENSG00000049656	56.18	protein_coding	1317752	1345099	HGNC:24308	CLPTM1L	27347
ENSG00000049759	43.38	protein_coding	58044226	58401540	HGNC:7728	NEDD4L	357314
ENSG00000049768	53.53	protein_coding	49250438	49264800	HGNC:6106	FOXP3	14362
ENSG00000049769	47.9	protein_coding	49269793	49301461	HGNC:14944	PPP1R3F	31668
ENSG00000049860	42.11	protein_coding	74640023	74722647	HGNC:4879	HEXB	82624
ENSG00000049883	40.38	protein_coding	72320367	72368395	HGNC:25734	PTCD2	48028
ENSG00000050130	36.78	protein_coding	59484443	59505410	HGNC:20184	JKAMP	20967
ENSG00000050327	48.06	protein_coding	144355288	144380632	HGNC:13209	ARHGEF5	25344
ENSG00000050344	44.68	protein_coding	26152198	26187137	HGNC:7783	NFE2L3	34939
ENSG00000050393	41.24	protein_coding	13786557	13814568	HGNC:21097	MCUR1	28011
ENSG00000050405	42.31	protein_coding	50175788	50283520	HGNC:24636	LIMA1	107732
ENSG00000050426	45.34	protein_coding	51047962	51060424	HGNC:24241	LETMD1	12462
ENSG00000050748	43.58	protein_coding	180233143	180292099	HGNC:6886	MAPK9	58956
ENSG00000050820	59.7	protein_coding	75228181	75268053	HGNC:971	BCAR1	39872
ENSG00000051009	44.55	protein_coding	6211345	6234711	HGNC:25378	FHIP1B	23366
ENSG00000051108	42.95	protein_coding	56932142	56944864	HGNC:13744	HERPUD1	12722
ENSG00000051128	56.77	protein_coding	18929201	18941261	HGNC:17514	HOMER3	12060
ENSG00000051180	43.47	protein_coding	40694774	40732340	HGNC:9817	RAD51	37566
ENSG00000051341	39.03	protein_coding	121431431	121545988	HGNC:9186	POLQ	114557
ENSG00000051382	40.6	protein_coding	138652336	138834928	HGNC:8976	PIK3CB	182592
ENSG00000051523	61.74	protein_coding	88643275	88651083	HGNC:2577	CYBA	7808
ENSG00000051596	43.01	protein_coding	175917873	176034680	HGNC:19072	THOC3	116807
ENSG00000051620	47.12	protein_coding	138403531	138422197	HGNC:15716	HEBP2	18666
ENSG00000051825	42.99	protein_coding	123152320	123244014	HGNC:7215	MPHOSPH9	91694
ENSG00000052126	38.11	protein_coding	19129669	19376400	HGNC:30036	PLEKHA5	246731
ENSG00000052344	58.95	protein_coding	31131433	31135727	HGNC:9491	PRSS8	4294
ENSG00000052723	36.9	protein_coding	114769479	114780685	HGNC:26119	SIKE1	11206
ENSG00000052749	50.49	protein_coding	97356357	97426076	HGNC:29100	RRP12	69719
ENSG00000052795	40.58	protein_coding	158769026	158908050	HGNC:29280	FNIP2	139024
ENSG00000052802	37	protein_coding	165327667	165343164	HGNC:10545	MSMO1	15497
ENSG00000052841	37.9	protein_coding	43358920	43494933	HGNC:25596	TTC17	136013
ENSG00000053254	44.31	protein_coding	89124871	89619149	HGNC:1928	FOXN3	494278
ENSG00000053371	51.02	protein_coding	19301991	19312144	HGNC:389	AKR7A2	10153
ENSG00000053372	52.85	protein_coding	19251805	19260128	HGNC:18477	MRTO4	8323
ENSG00000053438	54.16	protein_coding	37521206	37523690	HGNC:7860	NNAT	2484
ENSG00000053501	55.4	protein_coding	17215346	17220237	HGNC:30882	USE1	4891
ENSG00000053524	42.39	protein_coding	183178041	183428778	HGNC:30319	MCF2L2	250737
ENSG00000053702	51.39	protein_coding	2825348	2835544	HGNC:23078	NRIP2	10196
ENSG00000053770	35.15	protein_coding	57268924	57298742	HGNC:20192	AP5M1	29818
ENSG00000053900	37.91	protein_coding	25377263	25418498	HGNC:19990	ANAPC4	41235
ENSG00000054116	49.8	protein_coding	36136570	36156053	HGNC:19942	TRAPPC3	19483
ENSG00000054118	43.71	protein_coding	36224432	36305357	HGNC:22964	THRAP3	80925
ENSG00000054148	66.23	protein_coding	136848724	136851027	HGNC:30033	PHPT1	2303
ENSG00000054219	37.97	protein_coding	159803355	159904756	HGNC:6729	LY75	101401
ENSG00000054267	39.95	protein_coding	235131634	235328219	HGNC:15550	ARID4B	196585
ENSG00000054277	39.62	protein_coding	241590102	241677376	HGNC:14007	OPN3	87274
ENSG00000054282	39.81	protein_coding	243256034	243500091	HGNC:10671	SDCCAG8	244057
ENSG00000054392	42.26	protein_coding	210328252	210676296	HGNC:18270	HHAT	348044
ENSG00000054523	42.04	protein_coding	10210570	10381603	HGNC:16636	KIF1B	171033
ENSG00000054598	56.26	protein_coding	1609915	1613897	HGNC:3800	FOXC1	3982
ENSG00000054611	49.42	protein_coding	46762617	47175699	HGNC:1309	TBC1D22A	413082
ENSG00000054654	41.08	protein_coding	63761899	64226433	HGNC:17084	SYNE2	464534
ENSG00000054690	48.02	protein_coding	67533290	67589612	HGNC:17733	PLEKHH1	56322
ENSG00000054793	46.63	protein_coding	51596514	51768390	HGNC:13540	ATP9A	171876
ENSG00000054965	41.55	protein_coding	73400487	73598189	HGNC:28999	FAM168A	197702
ENSG00000054967	59.72	protein_coding	73376399	73397474	HGNC:13764	RELT	21075
ENSG00000054983	39.12	protein_coding	87837820	87993665	HGNC:4115	GALC	155845
ENSG00000055044	41.15	protein_coding	202265736	202303661	HGNC:29926	NOP58	37925
ENSG00000055070	48.1	protein_coding	16352575	16398145	HGNC:30232	SZRD1	45570
ENSG00000055130	41.21	protein_coding	148697914	148801110	HGNC:2551	CUL1	103196
ENSG00000055147	37.35	protein_coding	153990148	154038936	HGNC:1333	FAM114A2	48788
ENSG00000055208	38.87	protein_coding	149218641	149411613	HGNC:17075	TAB2	192972
ENSG00000055211	42.05	protein_coding	149566294	149591748	HGNC:21074	GINM1	25454
ENSG00000055332	41.3	protein_coding	37099210	37157522	HGNC:9437	EIF2AK2	58312
ENSG00000055483	50.03	protein_coding	78787381	78841441	HGNC:20062	USP36	54060
ENSG00000055609	38.74	protein_coding	152134922	152436644	HGNC:13726	KMT2C	301722
ENSG00000055917	37.42	protein_coding	20248691	20352234	HGNC:14958	PUM2	103543
ENSG00000055950	53.18	protein_coding	100969458	100987515	HGNC:14517	MRPL43	18057
ENSG00000056050	38.61	protein_coding	169729470	169757944	HGNC:26051	HPF1	28474
ENSG00000056097	38.32	protein_coding	32354350	32444740	HGNC:17277	ZFR	90390
ENSG00000056277	38.03	protein_coding	130202707	130268899	HGNC:25955	ZNF280C	66192
ENSG00000056586	40.51	protein_coding	122844556	122905359	HGNC:21461	RC3H2	60803
ENSG00000056972	44.49	protein_coding	111555381	111606906	HGNC:1343	TRAF3IP2	51525
ENSG00000057252	39.63	protein_coding	179293714	179358680	HGNC:11177	SOAT1	64966
ENSG00000057608	43.74	protein_coding	5765222	5842132	HGNC:4227	GDI2	76910
ENSG00000057657	40.37	protein_coding	105993463	106109939	HGNC:9346	PRDM1	116476
ENSG00000057663	39.61	protein_coding	106045423	106325791	HGNC:589	ATG5	280368
ENSG00000057704	43.11	protein_coding	94567122	94650557	HGNC:29199	TMCC3	83435
ENSG00000057757	44.53	protein_coding	23778418	23788232	HGNC:25022	PITHD1	9814
ENSG00000057935	43.08	protein_coding	42494569	42756947	HGNC:23784	MTA3	262378
ENSG00000058056	42.29	protein_coding	179653032	179804366	HGNC:12611	USP13	151334
ENSG00000058063	36.01	protein_coding	182793503	182923011	HGNC:13553	ATP11B	129508
ENSG00000058091	37.97	protein_coding	90466424	91210590	HGNC:8883	CDK14	744166
ENSG00000058262	47.29	protein_coding	128051641	128071705	HGNC:18276	SEC61A1	20064
ENSG00000058272	36.07	protein_coding	79773563	79935460	HGNC:7618	PPP1R12A	161897
ENSG00000058600	51.68	protein_coding	22297375	22335101	HGNC:30347	POLR3E	37726
ENSG00000058668	46.47	protein_coding	203626832	203744081	HGNC:817	ATP2B4	117249
ENSG00000058729	36.71	protein_coding	97160867	97183247	HGNC:18999	RIOK2	22380
ENSG00000058799	43.43	protein_coding	53851719	53889798	HGNC:25231	YIPF1	38079
ENSG00000058804	40.2	protein_coding	53765478	53838463	HGNC:25525	NDC1	72985
ENSG00000059122	52.32	protein_coding	2911931	2951208	HGNC:25404	FLYWCH1	39277
ENSG00000059145	57.82	protein_coding	1363205	1414751	HGNC:14184	UNKL	51546
ENSG00000059378	45.56	protein_coding	140023749	140062951	HGNC:21919	PARP12	39202
ENSG00000059573	43.15	protein_coding	95605941	95656711	HGNC:9722	ALDH18A1	50770
ENSG00000059588	40.31	protein_coding	234391313	234479179	HGNC:11568	TARBP1	87866
ENSG00000059691	43.81	protein_coding	151670504	151761007	HGNC:8849	GATB	90503
ENSG00000059728	40.74	protein_coding	69897688	69942945	HGNC:6761	MXD1	45257
ENSG00000059758	37.8	protein_coding	96278261	96400480	HGNC:8750	CDK17	122219
ENSG00000059769	42.76	protein_coding	111631334	111654351	HGNC:34187	DNAJC25	23017
ENSG00000060069	53.38	protein_coding	79679803	79754503	HGNC:2498	CTDP1	74700
ENSG00000060138	39.08	protein_coding	10699089	10723323	HGNC:2428	YBX3	24234
ENSG00000060140	39.44	protein_coding	10618923	10674318	HGNC:18889	STYK1	55395
ENSG00000060237	38.73	protein_coding	752579	911452	HGNC:14540	WNK1	158873
ENSG00000060339	41.75	protein_coding	68721012	68792377	HGNC:24236	CCAR1	71365
ENSG00000060491	63.45	protein_coding	62804835	62814000	HGNC:15768	OGFR	9165
ENSG00000060558	52.65	protein_coding	3136033	3163749	HGNC:4383	GNA15	27716
ENSG00000060642	47.96	protein_coding	26787054	26800659	HGNC:26031	PIGV	13605
ENSG00000060656	51.58	protein_coding	29236516	29326813	HGNC:9683	PTPRU	90297
ENSG00000060688	42.02	protein_coding	31259568	31296788	HGNC:30857	SNRNP40	37220
ENSG00000060749	38.69	protein_coding	32892811	32993316	HGNC:26154	QSER1	100505
ENSG00000060762	38.93	protein_coding	166364919	166383013	HGNC:21606	MPC1	18094
ENSG00000060971	51.46	protein_coding	38103129	38137242	HGNC:82	ACAA1	34113
ENSG00000061273	54.88	protein_coding	47782722	47833132	HGNC:14067	HDAC7	50410
ENSG00000061656	59.57	protein_coding	35615829	35621094	HGNC:11214	SPAG4	5265
ENSG00000061676	35.82	protein_coding	182909115	183038858	HGNC:7666	NCKAP1	129743
ENSG00000061794	38.61	protein_coding	27710822	27756295	HGNC:16635	MRPS35	45473
ENSG00000061936	46.45	protein_coding	131711081	131799738	HGNC:10790	SFSWAP	88657
ENSG00000061938	58.27	protein_coding	195863364	195911945	HGNC:19297	TNK2	48581
ENSG00000061987	36.21	protein_coding	62466817	62600476	HGNC:29177	MON2	133659
ENSG00000062038	49.21	protein_coding	68636189	68727468	HGNC:1762	CDH3	91279
ENSG00000062194	40.02	protein_coding	57173948	57264679	HGNC:29520	GPBP1	90731
ENSG00000062370	38.31	protein_coding	44326555	44367217	HGNC:12892	ZNF112	40662
ENSG00000062485	46.15	protein_coding	56271699	56300391	HGNC:2422	CS	28692
ENSG00000062598	44.15	protein_coding	46366050	46432985	HGNC:17233	ELMO2	66935
ENSG00000062650	39.86	protein_coding	86435256	86521792	HGNC:23293	WAPL	86536
ENSG00000062716	39.75	protein_coding	59707192	59842255	HGNC:29559	VMP1	135063
ENSG00000062725	39.71	protein_coding	60443158	60526242	HGNC:622	APPBP2	83084
ENSG00000062822	55.06	protein_coding	50384204	50418018	HGNC:9175	POLD1	33814
ENSG00000063046	42.71	protein_coding	53006282	53042215	HGNC:3285	EIF4B	35933
ENSG00000063169	51.9	protein_coding	47608196	47703277	HGNC:4332	BICRA	95081
ENSG00000063176	56.78	protein_coding	48619291	48630717	HGNC:18859	SPHK2	11426
